top200_rank	candidate_id	sequence_sha256	structure_consistency_label	high_uncertainty	reasons	nbb2_state	nbb2_sequence_match	nbb2_ca_count	nbb2_coverage	nbb2_pdb	nbb2_pdb_sha256	igfold_state	igfold_sequence_match	igfold_ca_count	igfold_coverage	igfold_pdb	igfold_pdb_sha256	nanonet_state	nanonet_sequence_match	nanonet_ca_count	nanonet_coverage	nanonet_pdb	nanonet_pdb_sha256	igfold_vs_nbb2_fr_rmsd_a	igfold_vs_nbb2_cdr1_rmsd_a	igfold_vs_nbb2_cdr2_rmsd_a	igfold_vs_nbb2_cdr3_rmsd_a	igfold_vs_nanonet_fr_rmsd_a	igfold_vs_nanonet_cdr1_rmsd_a	igfold_vs_nanonet_cdr2_rmsd_a	igfold_vs_nanonet_cdr3_rmsd_a	nbb2_vs_nanonet_fr_rmsd_a	nbb2_vs_nanonet_cdr1_rmsd_a	nbb2_vs_nanonet_cdr2_rmsd_a	nbb2_vs_nanonet_cdr3_rmsd_a	max_pairwise_fr_rmsd_a	max_pairwise_cdr3_rmsd_a
131	P1MCPUFP__CPUFP500K_0388__00523	c34b62035fbbb905676d91471f693c8083e2cdec890f2861f59e2e979e5d5d3d	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0388__00523.pdb	63f31a268c709a7b70605c5872facf2f49ce049e6b98255b59d43b6b0cfcc04d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0388__00523.pdb	5ac673d45256b293e6d376ac9f9c98abd8fd390e8e5e78079f9e7c44b999a254	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0388__00523_nanonet_backbone_cb.pdb	21a3bb10f23fbed1c6dcc341e1b857b87d571fa8e8a2cd2dd5948f8524ad9813	0.4789	1.8527	0.4912	2.7168	0.4299	2.3618	0.9784	5.4805	0.6282	2.7404	1.1283	6.0419	0.6282	6.0419
132	P1MCPUFP__CPUFP500K_0289__00443	04ab284b7601a7d8efd9c5d805f8122ad441cbccca8bc41f9e9e5f63e46e1e40	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0289__00443.pdb	b6f8feed812568cf6d000203da1628ff6e04e8e4975b6b3a32861c2a3d53c004	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0289__00443.pdb	bed077a915ecc9a0ff63d0c23cbdaf779bf40cc55fee958eb7c28040f5dce894	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0289__00443_nanonet_backbone_cb.pdb	64fd4224a0d976d019fa602ec261c66c979b3610cf53f3f90c42d6fcdb3a7a11	0.4544	3.1294	0.3617	2.3409	0.4543	2.8566	0.6263	1.903	0.6442	2.4714	0.57	3.1095	0.6442	3.1095
133	P1MCPUFP__CPUFP500K_0289__00496	fdff2ab2b311f6fd542c631824df4c30a3389143e8257b45e74b57529bf3324c	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0289__00496.pdb	9b075e8b22acc68a832d14701619205dd9bcb35bbbb1c1cb68b9c9838efc9408	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0289__00496.pdb	b02d3ba552c0ce19261c42d7aa6f39d2293b6b761c00ef15c12f716b1cdfce91	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0289__00496_nanonet_backbone_cb.pdb	59e19efbbe015f25a5d4ca981379c06cb000e5f659e1800f2c744ecedcdd5905	0.4747	2.5583	0.4028	2.8143	0.436	2.2562	0.4409	4.4893	0.5946	2.8493	0.7404	6.2319	0.5946	6.2319
134	P1MCPUFP__CPUFP500K_0091__00849	1d7fb897e2ce64305a7eab7696d1a1c7e2f3bae3dc131543516fac04e6cfd154	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0091__00849.pdb	74672118db8e47c1e750aef28a6f0554618dc080c3955f8f0a4ee8072c3ac674	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0091__00849.pdb	118f78acc5f266e5448614598430d36e181b438e692d531bacc8783593ab54d7	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0091__00849_nanonet_backbone_cb.pdb	1fe9e1351d44f3e51b78a5bc7033b0a97d2519a0135cf6a2e204c6c5671f14c7	0.6881	2.0203	0.725	2.6176	0.4732	2.4979	0.7673	3.1544	0.8045	2.5188	1.2871	4.1166	0.8045	4.1166
135	P1MCPUFP__CPUFP500K_0388__00174	f77391cb04abddbcc919b3202d0a20288713cc77f7c4a3828a8cb1a8a5836d97	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0388__00174.pdb	463dc44b9e28892ab6769d4ec39cbbb8de3517eb4b00f2aaa35257fbabfbd6bd	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0388__00174.pdb	c65a682060d11d6d3fabbbe43e483bc1bab4600ef9933485277d6b7b33a6e4c5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0388__00174_nanonet_backbone_cb.pdb	8caf98ec0760fd4a626f6acd0d23f05cec7d6bba4a53552fabe6fb98b9f822ee	0.5807	3.055	0.5031	2.1113	0.437	2.883	0.3504	4.1705	0.6607	3.0175	0.5202	4.7993	0.6607	4.7993
136	P1MCPUFP__CPUFP500K_0487__00827	885b844f1bb7b151e8f9061886db4ca5666a039c731a05a528c26329831dc069	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0487__00827.pdb	6daf9fcacbe066684d8f313a5af7d393d332300c0c87c79ecb49444b233055e5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0487__00827.pdb	5c152d4b943adf885a6133bd3a002dcb20de667d1cc203d6083e1e93313d5624	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0487__00827_nanonet_backbone_cb.pdb	ff09a50dc33a512e4e0c37590b8ddcd992fa4e4e6e87411eeb27fc1fb5ec835d	0.6202	2.3653	0.5887	2.4925	0.5108	3.007	0.5535	4.2697	0.7421	3.1041	0.7365	4.469	0.7421	4.469
137	P1MCPUFP__CPUFP500K_0388__00757	c95882271969706bd602bf647fa54b104590ea9f7f0b7af5f2ea66e44314d8fb	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0388__00757.pdb	df7f58a79cb3fc1b5112baad35f6348ab8fb98e42dfc69ebc1b7d2f25a0b3cb4	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0388__00757.pdb	46c5910d4d2aa1902f1ceb66fdaf3901d9622af7d6ca4a9d183ebd070afe7bf7	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0388__00757_nanonet_backbone_cb.pdb	7c29750bb71b027e58e46012a6b0a28821508c0e8d58240fced871187cd71332	0.5426	2.5449	1.321	2.5771	0.4383	2.9844	1.0602	4.7227	0.5666	2.2267	2.0308	4.4513	0.5666	4.7227
138	P1MCPUFP__CPUFP500K_0091__00172	f095e215661fd6f0c9f027a4d03b698c1c1f8baf7e37dd7da74b333395c3cdcd	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0091__00172.pdb	ffc81f5c298776fa86b932554ee06290e7692bb234c7d6149be4430257371499	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0091__00172.pdb	f70b44f028700c777b659136d60bff6e170002ae80bc1c53ba66f138b9cb80b9	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0091__00172_nanonet_backbone_cb.pdb	41df4c71fce04b6d32fe050fdf9351a5f3f321e968fe3319093e0a9826400c69	0.6864	1.5166	0.9112	2.4001	0.521	2.033	0.8176	3.1278	0.8613	2.4681	0.6702	3.9278	0.8613	3.9278
139	P1MCPUFP__CPUFP500K_0190__00879	c5bd7eede0ce7b0474e1e3941acf51477dbc43cf5f7d2cb1c47b7cd507aea5d1	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0190__00879.pdb	c67872927cad616c546cbc887ffc758825cd99dbc0adffd69bfb2a0a4bbd9b5c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0190__00879.pdb	e86064f8336c8af1fb980e73f41c4e66c88f98235ac84497c3f93527421f252e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0190__00879_nanonet_backbone_cb.pdb	34b80d46c45d8ca7eab9aa4633f70ff88cabf0e460d753806eb9d984e0f2345b	0.6926	2.6257	0.9113	2.7514	0.44	3.8592	0.8127	3.2683	0.6465	3.7714	1.3501	4.2124	0.6926	4.2124
140	P1MCPUFP__CPUFP500K_0134__00289	4f6f465cd41f8505f63059265efe981867b9adc131be0dba27c259dd11611a44	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0134__00289.pdb	4d291957613bef7ba80953496baca907a5982db398b012dd5fd079d92f6d0d69	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0134__00289.pdb	9d8c4c4873092606a09d8ae7ec739bc9c84214548e3468f4ad1ffc25772ca394	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0134__00289_nanonet_backbone_cb.pdb	9072ca9348c0f1f3a9e6d5da7bbe9941d8f57fcc8c5546a1bbbf02dd61d33ab5	0.333	2.4611	0.6588	1.807	0.398	2.2322	0.4013	1.9289	0.3441	2.4785	0.804	1.5926	0.398	1.9289
141	P1MCPUFP__CPUFP500K_0432__00378	f62e47c17343fb1d001034cc0956443924ab0b10ceda1939ccd1f4bb48c59687	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0432__00378.pdb	8697ba2bf679be28d924ed7d90c359f478f45af5639f99a141d7400ac709952b	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0432__00378.pdb	7021aee6da45570b2ea15c9a5ed0ba7d01ed91ea538eb06115c42b1e8ef6b314	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0432__00378_nanonet_backbone_cb.pdb	027cad5a20215c34c2d2af3d5915f7cd7cbced3aede6868868581eb199a1cab7	0.3267	2.5102	0.5478	1.7778	0.3485	2.5644	0.388	2.6398	0.3378	2.0215	0.6004	2.8112	0.3485	2.8112
142	P1MCPUFP__CPUFP500K_0029__00647	b43bb585be9ee8385a6cac0406521c82b0204df2093bfc178014e275b4132973	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0029__00647.pdb	09c0af18e7c78545700ad01ebc5ee13469f61ee88d535ed763118e26a9b2e88f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0029__00647.pdb	a0a335f9a9c7fcb8e0221dbb9dc361016229ba230db55410d0acafdbf596669b	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0029__00647_nanonet_backbone_cb.pdb	5491109c46bc90451fe135a6de43b0549b5365d290363f7518c9255e25bf42aa	0.2831	1.9401	0.6005	2.0772	0.3898	1.6011	0.3099	2.8021	0.4538	1.8713	0.7345	2.2276	0.4538	2.8021
143	P1MCPUFP__CPUFP500K_0134__00713	da8ff3c15ad746b85992af1b23e5ba5dfe56d635eff7396e8c3f31ae8198a69b	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0134__00713.pdb	e50f131df3648b27bd46b744f981c0560c1e0e03da60ade245b9344613c7bbae	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0134__00713.pdb	a45e644dd38fbc23bbbe201c88f5df00aa9b0fe6dd445f26195156eb37c4c62c	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0134__00713_nanonet_backbone_cb.pdb	419e93f7b458d507c5ea75d81274d0735a20889c20b918482cb1c1dc32d4071d	0.4706	2.443	0.5946	1.612	0.4153	1.9556	0.4431	1.6534	0.3661	2.8478	0.5867	1.5275	0.4706	1.6534
144	P1MCPUFP__CPUFP500K_0130__00610	b97892f6b73fc4fd15a50c8ebeddaf924f3581907677f3836af04bc58a29b765	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0130__00610.pdb	7f8b6ed89145a3a15f6e6204a13fe852f1f4e228d4c4276e087c9c5215f90a8f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0130__00610.pdb	46ce213f207a2b27b771b70feb2ed0e1bc94d17f27032e7d3e8f82e4280257fa	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0130__00610_nanonet_backbone_cb.pdb	cd465c84829ed537d36294c6e3f1018df68f5ccf2975cbed9fc39fbf3a955530	0.5042	1.9671	0.3949	3.0407	0.3181	2.553	0.3405	2.9165	0.6026	2.7053	0.5114	2.5287	0.6026	3.0407
145	P1MCPUFP__CPUFP500K_0128__00809	1c4736654ac2232169e99a4b29b67fa06c9e8f3bf566bbd65574db8792b87aca	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0128__00809.pdb	9ad83ad3eea4234104d82b168fbdde9d8dc721065447591ea87182993d7d623f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0128__00809.pdb	dc58993db256e3beb6853ff03120735692a20862a6505b15a3b9ded98f46b517	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0128__00809_nanonet_backbone_cb.pdb	4c9d8fcd8e4eeb5a6f59b88ab38615337ebfaa44f6d1f0d74c67b1096e1da180	0.3248	2.6119	0.5305	2.6271	0.3492	1.7082	0.3186	4.8875	0.513	2.5598	0.6993	3.1516	0.513	4.8875
146	P1MCPUFP__CPUFP500K_0432__00670	181aa44ad0f299a2c5fdce7b4bc71d3a6bad72531b94f1ca7491df8667af0234	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0432__00670.pdb	874f42ebf22f0f512d089292005b32e60fca320f965225e4f6be438f458f7c4f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0432__00670.pdb	1f6ab2ada0ca98bbb83df7c1f13bc39f9925395b2f24cec76084eadd336e00dd	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0432__00670_nanonet_backbone_cb.pdb	5727d0550d5588a498e11485cd538aa108cf1347199dbb83ecfabf48c60fcef4	0.2859	2.245	0.8024	1.7824	0.3799	2.2431	0.4283	2.5211	0.4231	1.7178	0.804	1.7042	0.4231	2.5211
147	P1MCPUFP__CPUFP500K_0132__00435	2ef99a4735d5ca9f955a10113cc201a5a306ee1baee721086cb5ee8a2c048f70	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0132__00435.pdb	fcf7c9be30fd7fdbd041a4392b8c17e96525d142137a1872250070b895054c12	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0132__00435.pdb	77a7d68dccb6d2538f84f5815aecd0424ea064e0c7742f4d1a2e21ed38d4a59c	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0132__00435_nanonet_backbone_cb.pdb	a90182af279ab6e40359e33b30c6970d01c2a2249011e7ef5c54d9c1eb9d058a	0.4309	3.0569	1.9788	1.8141	0.3987	2.4607	1.0802	2.0755	0.4641	2.7266	1.4113	2.4606	0.4641	2.4606
148	P1MCPUFP__CPUFP500K_0036__00857	6e77397ac3166b21e2c0018e8d232b1e1843174d123df5adad1c4821b9e48c26	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0036__00857.pdb	87e54a84a6d09dd4f0bc294fed0f42687d9ff48e00ea3bdfefa91747104fcf1d	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0036__00857.pdb	022283f5f52dedf4827f2d7f7c646b23f6db1910d0f830a04b2bbb2ee7f2ad9f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0036__00857_nanonet_backbone_cb.pdb	2b309d48e44e6e22f88a3274d0579e2a7eedb6bfff985142391c3d8322961b1d	0.34	2.2836	0.6292	1.9577	0.3591	2.088	0.5264	2.0187	0.4235	1.8385	0.6772	1.7633	0.4235	2.0187
149	P1MCPUFP__CPUFP500K_0034__00437	15e4aa85c63d9d7d3e1d30cdc158578b9d29aa285615cf616cb3b1ac7803edbc	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0034__00437.pdb	e2f70c21bb7ddeda60e7b1e0ba50f855cbd2b2c7190d160af338646b350cebc6	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0034__00437.pdb	1c1bade4e20cf8e93a202846afbfe72756b283b9ee7131dc5bf7eedc48d52bc0	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0034__00437_nanonet_backbone_cb.pdb	082a058437a3974bc5897286dafcc95368edd7b13e6efbff8cea1871366fd123	0.5776	1.8583	0.8852	2.2707	0.3082	1.8151	0.5076	2.9346	0.468	2.3328	0.929	2.5011	0.5776	2.9346
150	P1MCPUFP__CPUFP500K_0132__00682	892d97d39c84eab1d394f2570c54ad84b3965ff15ae0a8b2f9dfb3f6d1a0e283	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0132__00682.pdb	abbc54599024fb249b2e83aa54ca8714b6cc29517c69764aeb684b96d9d13136	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0132__00682.pdb	8704ad1a0addb21f9e803a237dc6c6bd891ef5a8cb8ffb7e528c556e7f25b860	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0132__00682_nanonet_backbone_cb.pdb	5cf01bc07e6c15f589596e659a2ed4c65ed5473d2d59e3d11989f802e2e62b13	0.4231	2.8211	0.8278	1.6672	0.3249	2.0561	1.3356	2.2268	0.4647	3.1028	1.8505	1.898	0.4647	2.2268
151	P1MCPUFP__CPUFP500K_0133__00282	04a0719b4a17791985afb4f12e2c557c0155e9c5b644f36f1ddad1cb2b340abb	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0133__00282.pdb	b74484cbf86ae023abb911a6ffd4b6022e13f92c53d683ab16b0245bc6de2bf6	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0133__00282.pdb	bc25baaba6cf64e139a99194e6c5a1382bb5255a61cc522ee96d30e082ae0b73	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0133__00282_nanonet_backbone_cb.pdb	f803321db386d8445173c80be407ba9e3e483495433f3c743ba53f8157566233	0.2743	2.3509	0.4783	2.1828	0.281	2.5138	0.4189	4.3168	0.3186	1.5842	0.5998	3.0606	0.3186	4.3168
152	P1MCPUFP__CPUFP500K_0031__00091	001829b9d654533d816517728c3477e61dc5985d6f13ffe655ff4206d91f6481	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0031__00091.pdb	dd9823736ec1863e08f00bd541c3d77dcf82bfa52b837c084528efb1e3226dac	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0031__00091.pdb	0fbe4db0797ac2f9d5c4d2a164969222ede475d039e9a886a538824a50cbdb01	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0031__00091_nanonet_backbone_cb.pdb	836561cb4394e620c1a6b8acb43c12ada22329f61fced4f0de66f2a9736c3d9c	0.2524	2.4189	0.3622	2.8858	0.3102	2.1314	0.3411	3.2751	0.3897	2.4616	0.4844	2.4934	0.3897	3.2751
153	P1MCPUFP__CPUFP500K_0432__00713	b375ad4ec31264fc13db3c64b406832b5287fcbb17a5d3c6e4d0ea7cabf3ac05	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0432__00713.pdb	bdcee016dd0eafe07b09de4e31c9abbd5e47c476dda462bed79b90b941b93eac	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0432__00713.pdb	69bd4714e97695e41f0edc6b1a6084e3f9a3134718e72d870b2af3b5ba58df66	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0432__00713_nanonet_backbone_cb.pdb	78a5ce6610bcaeb44980ceaf7a1c52abd6d9c68da298ee431e09b5d49f8cdd7d	0.4817	2.1253	0.683	2.6172	0.3735	2.2835	0.3901	2.7415	0.4075	3.1293	0.6701	1.2405	0.4817	2.7415
154	P1MCPUFP__CPUFP500K_0029__00258	37b83ca871ad0d799c57346bc885786ed6af71fac7d3336314443bfd85d68f64	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0029__00258.pdb	c10808ea8ade4ed0c8edf8459f0a5b7c5cff6c5bfca7faf5beb6b8a39a7bc33f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0029__00258.pdb	0104d65517a522e95de74d6036780bab1db47e585c853d96cce912d4188e3791	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0029__00258_nanonet_backbone_cb.pdb	02bc0b70aae7c3cecea98b791b149c3b6dcd7247f299379bca7e2ddc7acfee2f	0.3023	2.5658	0.5291	2.4246	0.3422	1.6063	0.3059	2.5351	0.4976	2.5023	0.6958	1.9158	0.4976	2.5351
